800.25811;804.1151;807.9721;811.82909;815.68609;819.54308;823.40008;827.25707;831.11406;834.97106;838.82805;842.68505;846.54204;850.39903;854.25603;858.11302;861.97002;865.82701;869.68401;873.541;877.39799;881.25499;885.11198;888.96898;892.82597;896.68296;900.53996;904.39695;908.25395;912.11094;915.96794;919.82493;923.68192;927.53892;931.39591;935.25291;939.1099;942.96689;946.82389;950.68088;954.53788;958.39487;962.25186;966.10886;969.96585;973.82285;977.67984;981.53684;985.39383;989.25082;993.10782;996.96481;1000.82181;1004.6788;1008.53579;1012.39279;1016.24978;1020.10678;1023.96377;1027.82077;1031.67776;1035.53475;1039.39175;1043.24874;1047.10574;1050.96273;1054.81972;1058.67672;1062.53371;1066.39071;1070.2477;1074.1047;1077.96169;1081.81868;1085.67568;1089.53267;1093.38967;1097.24666;1101.10365;1104.96065;1108.81764;1112.67464;1116.53163;1120.38863;1124.24562;1128.10261;1131.95961;1135.8166;1139.6736;1143.53059;1147.38758;1151.24458;1155.10157;1158.95857;1162.81556;1166.67255;1170.52955;1174.38654;1178.24354;1182.10053;1185.95753;1189.81452;1193.67151;1197.52851;1201.3855;1205.2425;1209.09949;1212.95648;1216.81348;1220.67047;1224.52747;1228.38446;1232.24146;1236.09845;1239.95544;1243.81244;1247.66943;1251.52643;1255.38342;1259.24041;1263.09741;1266.9544;1270.8114;1274.66839;1278.52539;1282.38238;1286.23937;1290.09637;1293.95336;1297.81036;1301.66735;1305.52434;1309.38134;1313.23833;1317.09533;1320.95232;1324.80932;1328.66631;1332.5233;1336.3803;1340.23729;1344.09429;1347.95128;1351.80827;1355.66527;1359.52226;1363.37926;1367.23625;1371.09325;1374.95024;1378.80723;1382.66423;1386.52122;1390.37822;1394.23521;1398.0922;1401.9492;1405.80619;1409.66319;1413.52018;1417.37717;1421.23417;1425.09116;1428.94816;1432.80515;1436.66215;1440.51914;1444.37613;1448.23313;1452.09012;1455.94712;1459.80411;1463.6611;1467.5181;1471.37509;1475.23209;1479.08908;1482.94608;1486.80307;1490.66006;1494.51706;1498.37405;1502.23105;1506.08804;1509.94503;1513.80203;1517.65902;1521.51602;1525.37301;1529.23001;1533.087;1536.94399;1540.80099;1544.65798;1548.51498;1552.37197;1556.22896;1560.08596;1563.94295;1567.79995;1571.65694;1575.51394;1579.37093;1583.22792;1587.08492;1590.94191;1594.79891;1598.6559;1602.51289;1606.36989;1610.22688;1614.08388;1617.94087;1621.79786;1625.65486;1629.51185;1633.36885;1637.22584;1641.08284;1644.93983;1648.79682;1652.65382;1656.51081;1660.36781;1664.2248;1668.08179;1671.93879;1675.79578;1679.65278;1683.50977;1687.36677;1691.22376;1695.08075;1698.93775;1702.79474;1706.65174;1710.50873;1714.36572;1718.22272;1722.07971;1725.93671;1729.7937;1733.6507;1737.50769;1741.36468;1745.22168;1749.07867;1752.93567;1756.79266;1760.64965;1764.50665;1768.36364;1772.22064;1776.07763;1779.93463;1783.79162;1787.64861;1791.50561;1795.3626;1799.2196;1803.07659;Class
0,02206;0,02178;0,02127;0,0204;0,01948;0,0184;0,01764;0,01722;0,01624;0,01566;0,01607;0,01719;0,01885;0,0203;0,02107;0,021;0,02039;0,02076;0,02189;0,02366;0,02593;0,02749;0,02743;0,02639;0,02515;0,0239;0,02211;0,02005;0,01811;0,01599;0,01387;0,01221;0,01067;0,00978;0,00972;0,00952;0,00953;0,01009;0,01136;0,01339;0,01532;0,01759;0,02019;0,02222;0,02426;0,0263;0,02759;0,02804;0,02705;0,0279;0,032;0,03628;0,03903;0,03887;0,03566;0,03048;0,02528;0,02434;0,0273;0,03062;0,03363;0,03552;0,03662;0,03775;0,03973;0,04255;0,04581;0,04953;0,05343;0,057;0,06024;0,06263;0,06427;0,06509;0,06548;0,06559;0,06483;0,06327;0,06148;0,05956;0,05804;0,05754;0,05857;0,06027;0,06185;0,06275;0,0634;0,06419;0,06561;0,06871;0,07336;0,07841;0,08359;0,0883;0,09309;0,09738;0,10093;0,10436;0,10697;0,10858;0,11002;0,11182;0,1149;0,11798;0,12053;0,12319;0,12582;0,12869;0,13216;0,13679;0,14245;0,14802;0,15323;0,15821;0,16317;0,16827;0,17311;0,17816;0,18319;0,18703;0,19006;0,19235;0,19362;0,19448;0,1955;0,19713;0,19921;0,20084;0,20312;0,20586;0,20795;0,20924;0,21031;0,21119;0,21178;0,21249;0,21457;0,21834;0,22346;0,22894;0,23438;0,239;0,24205;0,24415;0,24605;0,24811;0,25031;0,25194;0,25247;0,25148;0,24895;0,2454;0,24119;0,23675;0,2325;0,22877;0,22578;0,22373;0,22278;0,22248;0,22271;0,2243;0,22851;0,23563;0,24493;0,2555;0,2655;0,27246;0,27567;0,27581;0,2737;0,26998;0,2655;0,26025;0,25437;0,24856;0,24378;0,24078;0,23888;0,23789;0,23745;0,23611;0,23388;0,23144;0,22951;0,22755;0,22472;0,22192;0,21958;0,21774;0,21668;0,21662;0,21744;0,21807;0,21828;0,21883;0,22017;0,22232;0,22449;0,2262;0,2274;0,22807;0,22788;0,22735;0,2271;0,22744;0,22816;0,2288;0,22922;0,22902;0,22819;0,22733;0,22652;0,22623;0,22683;0,22773;0,22911;0,23151;0,23525;0,23961;0,24408;0,24814;0,25134;0,2534;0,25431;0,25375;0,25163;0,24772;0,24275;0,2372;0,23089;0,22454;0,21871;0,21305;0,20788;0,20361;0,20023;0,19755;0,19527;0,1935;0,19219;0,19157;0,19165;0,1918;0,19203;0,19244;0,19272;0,19274;0,19285;0,19359;0,19436;0,19437;0,19466;0,19483;0,19416;0,19307;0,19172;0,18974;0,18727;0,18447;0,18238;G
0,02258;0,02401;0,02646;0,03119;0,03769;0,04517;0,05145;0,05444;0,05492;0,05399;0,05458;0,05836;0,06336;0,06791;0,0701;0,06936;0,06634;0,06309;0,06249;0,06435;0,06683;0,06993;0,07201;0,07223;0,07019;0,06627;0,06263;0,06014;0,05972;0,06139;0,06375;0,06625;0,0682;0,06881;0,0678;0,06622;0,06558;0,06644;0,06854;0,07149;0,07462;0,07662;0,07636;0,07486;0,0717;0,06868;0,06726;0,0656;0,06338;0,06944;0,08535;0,10139;0,11088;0,1126;0,10661;0,09225;0,07586;0,07028;0,07443;0,08003;0,08524;0,08799;0,08785;0,08584;0,08431;0,08429;0,08518;0,08682;0,08921;0,09114;0,09197;0,09362;0,0957;0,09693;0,09728;0,09634;0,0938;0,09011;0,08489;0,08018;0,0767;0,0749;0,07492;0,07493;0,07302;0,06873;0,06211;0,05481;0,04967;0,04875;0,05099;0,05425;0,05751;0,06103;0,06506;0,06864;0,07119;0,07217;0,07133;0,07024;0,07022;0,07263;0,07865;0,08696;0,09473;0,10075;0,10533;0,10989;0,1152;0,1212;0,12819;0,13542;0,14165;0,14557;0,14768;0,14965;0,15194;0,15427;0,15723;0,15986;0,16156;0,16107;0,15945;0,15687;0,15399;0,15206;0,15303;0,15748;0,16385;0,17025;0,17569;0,17888;0,18018;0,17971;0,17843;0,17721;0,17596;0,17423;0,17206;0,16967;0,16628;0,16096;0,15369;0,1455;0,13851;0,13229;0,12736;0,12422;0,12117;0,11778;0,1151;0,11339;0,11182;0,10955;0,10784;0,10665;0,10545;0,10516;0,10745;0,11189;0,11773;0,12636;0,14099;0,16183;0,18685;0,21357;0,23779;0,2533;0,25756;0,25201;0,23816;0,2174;0,19285;0,16761;0,14273;0,11955;0,10084;0,08757;0,07768;0,07058;0,06554;0,06139;0,05851;0,05595;0,05356;0,05226;0,05172;0,05134;0,05132;0,05137;0,05195;0,05411;0,05782;0,06271;0,06752;0,07012;0,07037;0,06851;0,06591;0,06551;0,06615;0,06707;0,0687;0,06999;0,07061;0,0717;0,07407;0,07744;0,08061;0,08326;0,08477;0,0848;0,08332;0,08073;0,07858;0,07837;0,08215;0,09138;0,10481;0,12073;0,13639;0,14891;0,15812;0,16381;0,16561;0,16271;0,15546;0,14535;0,13289;0,11892;0,10568;0,09385;0,08247;0,0708;0,05959;0,05011;0,04269;0,03666;0,03204;0,02925;0,027;0,025;0,02353;0,02249;0,02187;0,02168;0,02169;0,02114;0,01978;0,01896;0,01919;0,0192;0,01908;0,01984;0,02101;0,02087;0,02019;0,02034;0,0207;0,02022;0,01905;G
0,0303;0,03041;0,03115;0,03534;0,04432;0,05457;0,06379;0,06884;0,06755;0,06473;0,06429;0,06871;0,07712;0,08625;0,09445;0,09725;0,09396;0,08905;0,08597;0,08561;0,0872;0,0887;0,08872;0,08753;0,08423;0,08017;0,07742;0,0763;0,07613;0,07621;0,0772;0,0789;0,08095;0,08271;0,08325;0,08158;0,0793;0,07821;0,07919;0,08171;0,08698;0,09244;0,09461;0,09426;0,09194;0,08544;0,07867;0,07656;0,07763;0,0791;0,08935;0,11051;0,12888;0,13637;0,13389;0,12319;0,10506;0,08673;0,08133;0,08739;0,09489;0,09945;0,09961;0,09671;0,09346;0,09213;0,09302;0,09625;0,10089;0,10477;0,1061;0,10659;0,10725;0,10689;0,10633;0,1054;0,10377;0,10232;0,09932;0,0953;0,09133;0,0868;0,08447;0,08365;0,08334;0,08167;0,07736;0,07072;0,06288;0,05515;0,05038;0,04974;0,0521;0,05418;0,05587;0,05994;0,0658;0,07002;0,06968;0,06892;0,06928;0,07131;0,07611;0,0843;0,09314;0,10031;0,10435;0,10819;0,11263;0,11918;0,1286;0,1377;0,14333;0,14723;0,1509;0,15309;0,15413;0,15545;0,15667;0,15829;0,16049;0,16328;0,16557;0,16546;0,16466;0,16394;0,16277;0,16386;0,16876;0,17613;0,18254;0,18579;0,18724;0,18764;0,18592;0,18172;0,17752;0,17423;0,17064;0,16752;0,16419;0,15876;0,15174;0,14386;0,13601;0,12844;0,12236;0,11851;0,1136;0,10625;0,10082;0,09759;0,09611;0,0963;0,09617;0,09419;0,09263;0,09215;0,09483;0,09894;0,10418;0,11067;0,11969;0,13426;0,15754;0,18868;0,22203;0,24836;0,26356;0,26651;0,25898;0,24322;0,2213;0,19579;0,1682;0,13933;0,11352;0,09312;0,07763;0,0683;0,06301;0,05775;0,0516;0,04646;0,04366;0,04129;0,03835;0,03726;0,03746;0,03616;0,03374;0,03425;0,03632;0,0387;0,04108;0,04368;0,04608;0,04741;0,0489;0,05132;0,05425;0,05759;0,05994;0,0603;0,05877;0,05849;0,06042;0,06441;0,06976;0,07519;0,07859;0,07887;0,07544;0,07088;0,06595;0,06105;0,05943;0,06456;0,07557;0,0921;0,11157;0,13002;0,1442;0,15321;0,15904;0,16154;0,15911;0,15262;0,14289;0,12986;0,11626;0,10441;0,09449;0,08503;0,0743;0,06168;0,048;0,03529;0,02667;0,02095;0,01803;0,01708;0,01641;0,0156;0,01477;0,01501;0,01576;0,0153;0,01399;0,01245;0,01101;0,00996;0,00969;0,01093;0,01215;0,01363;0,0133;0,01031;0,00716;0,00468;0,00274;G
0,01546;0,02454;0,03069;0,03341;0,03415;0,03444;0,03554;0,04017;0,04753;0,05258;0,05452;0,05354;0,05248;0,05711;0,06502;0,07082;0,07198;0,07176;0,07268;0,07176;0,07154;0,07246;0,07142;0,07027;0,06877;0,06634;0,06312;0,06025;0,05983;0,05945;0,05883;0,0608;0,06321;0,06349;0,06156;0,06056;0,0606;0,0625;0,06543;0,06967;0,07439;0,07732;0,07834;0,07779;0,07609;0,07246;0,06569;0,05817;0,05061;0,04396;0,04984;0,06805;0,08782;0,10055;0,1023;0,09483;0,08091;0,06665;0,06314;0,06736;0,07178;0,07423;0,07182;0,06854;0,06743;0,07005;0,07332;0,07578;0,07904;0,08359;0,08653;0,08883;0,09131;0,09496;0,09645;0,09568;0,09159;0,08618;0,08146;0,0737;0,06439;0,06063;0,06077;0,06258;0,06228;0,05933;0,05691;0,0505;0,04249;0,03962;0,03901;0,04238;0,04711;0,04799;0,0485;0,05017;0,05266;0,05597;0,0605;0,06776;0,07398;0,07647;0,08045;0,08277;0,08358;0,08771;0,09322;0,09823;0,10485;0,11074;0,11601;0,11993;0,12587;0,13564;0,14381;0,14894;0,15265;0,15255;0,15167;0,15491;0,16093;0,16541;0,16669;0,16423;0,15898;0,15513;0,15295;0,15362;0,15556;0,1572;0,16191;0,16966;0,17692;0,18599;0,19323;0,19745;0,19835;0,19433;0,18643;0,17924;0,17223;0,16401;0,15569;0,15027;0,14866;0,14614;0,14014;0,13373;0,12811;0,1225;0,11726;0,11314;0,11158;0,11183;0,11096;0,10796;0,10455;0,10358;0,10522;0,1073;0,11374;0,12673;0,14165;0,15819;0,17894;0,20298;0,22878;0,24975;0,26347;0,2696;0,26217;0,2442;0,22523;0,20554;0,18561;0,16553;0,14549;0,12536;0,10237;0,08282;0,07177;0,06552;0,06192;0,061;0,06443;0,06817;0,06974;0,07105;0,07019;0,06545;0,05745;0,05032;0,04797;0,05037;0,05406;0,05808;0,06082;0,06081;0,06166;0,06669;0,07253;0,07875;0,08201;0,08176;0,07651;0,07051;0,06801;0,06837;0,07193;0,07928;0,08621;0,09094;0,09477;0,09871;0,09856;0,09364;0,0903;0,09131;0,0969;0,10877;0,12804;0,14523;0,15598;0,16191;0,16497;0,16619;0,16547;0,16265;0,15852;0,14965;0,13856;0,12862;0,1177;0,10276;0,08487;0,06747;0,0527;0,04203;0,03611;0,03565;0,03651;0,0364;0,03662;0,0383;0,04176;0,04485;0,04541;0,04548;0,04455;0,04377;0,04188;0,03941;0,03807;0,03523;0,03167;0,03008;0,03069;0,03271;0,03436;0,03651;0,03708;G
0,03017;0,03025;0,03081;0,03449;0,04246;0,05187;0,05864;0,05989;0,05709;0,0549;0,05497;0,05758;0,06425;0,07164;0,07615;0,07606;0,07251;0,06854;0,06388;0,0604;0,0611;0,0636;0,06611;0,06782;0,06928;0,06988;0,0682;0,06483;0,06095;0,05858;0,05799;0,0582;0,0607;0,06603;0,07021;0,0712;0,06893;0,06497;0,06337;0,06187;0,05999;0,06113;0,06388;0,06545;0,06471;0,06263;0,06405;0,06574;0,06575;0,06575;0,07385;0,08828;0,09856;0,10133;0,10035;0,09379;0,07953;0,0631;0,05702;0,06069;0,06459;0,06749;0,07086;0,07266;0,07069;0,06899;0,06884;0,06929;0,0719;0,07573;0,0804;0,08459;0,08673;0,08929;0,09139;0,08989;0,0867;0,08318;0,08065;0,0779;0,07452;0,07327;0,07446;0,0753;0,07306;0,06949;0,06588;0,06018;0,05262;0,04768;0,04485;0,04436;0,04516;0,04813;0,05335;0,05831;0,06227;0,06529;0,06598;0,06642;0,06713;0,06886;0,07332;0,07957;0,08318;0,08344;0,08362;0,08508;0,08779;0,09322;0,09987;0,10546;0,10999;0,11325;0,11604;0,11993;0,12545;0,13132;0,13424;0,13496;0,13548;0,1339;0,13153;0,13143;0,1329;0,13386;0,13424;0,13616;0,13858;0,14029;0,14288;0,1472;0,15136;0,15289;0,15141;0,15089;0,15004;0,14769;0,14613;0,14596;0,14583;0,14418;0,13964;0,13301;0,1245;0,11714;0,11237;0,10863;0,10473;0,10111;0,09759;0,09274;0,08864;0,08798;0,08761;0,0858;0,08377;0,08296;0,08524;0,08948;0,0936;0,09789;0,10425;0,11612;0,13525;0,15889;0,18424;0,20629;0,219;0,22131;0,21619;0,20575;0,19091;0,17148;0,14946;0,12859;0,10978;0,09318;0,08036;0,07094;0,06378;0,05769;0,05342;0,05148;0,04916;0,04622;0,04458;0,04333;0,04257;0,04501;0,04683;0,04487;0,04414;0,04688;0,05235;0,0589;0,06456;0,06847;0,06667;0,06227;0,0614;0,06199;0,06333;0,06498;0,06478;0,06395;0,06447;0,06713;0,07052;0,07345;0,07614;0,07668;0,07515;0,07388;0,07234;0,06952;0,06747;0,06935;0,07605;0,08685;0,10116;0,11627;0,12905;0,13702;0,13997;0,13957;0,13786;0,1336;0,12685;0,11831;0,10916;0,09849;0,08482;0,07039;0,05771;0,04549;0,03537;0,02987;0,0286;0,02882;0,02721;0,02471;0,024;0,025;0,02604;0,02566;0,02405;0,02244;0,02029;0,01859;0,01932;0,02227;0,02529;0,02709;0,0278;0,028;0,02845;0,02843;0,02689;0,02419;0,02112;G
0,01797;0,01895;0,01962;0,0222;0,02808;0,03601;0,04185;0,04427;0,04621;0,0462;0,04473;0,04588;0,05065;0,05632;0,06072;0,06234;0,06086;0,05655;0,05262;0,05015;0,04857;0,04799;0,04901;0,05144;0,05217;0,05084;0,05068;0,04986;0,0474;0,04486;0,04416;0,0458;0,04798;0,04917;0,05133;0,05311;0,05336;0,05359;0,05346;0,05273;0,0533;0,05432;0,05516;0,0555;0,05371;0,05209;0,05056;0,04914;0,04819;0,04791;0,05594;0,07149;0,08394;0,09193;0,09377;0,08817;0,07475;0,05993;0,05506;0,05722;0,05889;0,06078;0,06177;0,06128;0,05884;0,05748;0,05918;0,06251;0,06584;0,06927;0,07242;0,07416;0,07398;0,07409;0,07514;0,07462;0,07253;0,07002;0,06629;0,06112;0,05632;0,05404;0,05492;0,05575;0,05507;0,053;0,04937;0,04515;0,04098;0,03943;0,04102;0,0427;0,04333;0,04462;0,04721;0,04965;0,05083;0,05306;0,05596;0,05747;0,05736;0,0584;0,06195;0,06683;0,07192;0,0773;0,08249;0,0856;0,08663;0,08909;0,09431;0,1009;0,10862;0,11662;0,12325;0,12725;0,1292;0,13151;0,13462;0,13692;0,13985;0,1429;0,14282;0,14043;0,13671;0,13333;0,13187;0,13283;0,13663;0,14105;0,14569;0,15226;0,15771;0,1596;0,15876;0,15777;0,15643;0,15405;0,15136;0,14947;0,14695;0,14143;0,13351;0,12716;0,12324;0,12038;0,11686;0,11305;0,10872;0,10328;0,097;0,09205;0,08921;0,08803;0,08773;0,08708;0,08654;0,08601;0,08547;0,08683;0,09016;0,09674;0,10738;0,12312;0,14349;0,16577;0,18816;0,2076;0,21901;0,22192;0,21697;0,20536;0,1885;0,16801;0,14628;0,12443;0,10494;0,0898;0,07731;0,06745;0,06145;0,0572;0,05337;0,0498;0,0473;0,04568;0,04382;0,04124;0,04034;0,04139;0,04285;0,04421;0,04662;0,05007;0,05154;0,05048;0,05004;0,05056;0,05119;0,05289;0,05661;0,06083;0,06268;0,06397;0,06471;0,06421;0,0647;0,06687;0,06946;0,07146;0,07275;0,0733;0,07226;0,06988;0,06834;0,06832;0,07081;0,07569;0,08326;0,09405;0,10704;0,12049;0,13166;0,13935;0,14388;0,14412;0,13974;0,13288;0,12427;0,1153;0,1063;0,09723;0,08793;0,07881;0,06887;0,05805;0,04689;0,03708;0,03048;0,02582;0,023;0,02304;0,02366;0,02326;0,02245;0,02219;0,02247;0,022;0,02141;0,02127;0,02064;0,01909;0,01872;0,02018;0,02194;0,02134;0,01996;0,0197;0,019;0,01683;0,01477;G
0,02329;0,02754;0,03265;0,03938;0,04685;0,05134;0,05409;0,05574;0,05736;0,05654;0,05499;0,05773;0,06426;0,07215;0,08049;0,08329;0,08194;0,0787;0,07587;0,07515;0,07363;0,07242;0,07447;0,07491;0,07556;0,07768;0,07853;0,07792;0,07702;0,07523;0,0736;0,07305;0,07453;0,07674;0,0762;0,07625;0,07816;0,07841;0,08031;0,08482;0,0897;0,09209;0,08991;0,08619;0,08316;0,07895;0,07759;0,07842;0,0775;0,07566;0,08353;0,10105;0,11647;0,12584;0,12823;0,12129;0,10436;0,08835;0,08734;0,09654;0,10169;0,10411;0,10363;0,09925;0,09291;0,09009;0,09134;0,09401;0,09626;0,09899;0,10223;0,10333;0,10368;0,10364;0,10117;0,09641;0,09284;0,09152;0,08994;0,08704;0,08662;0,08719;0,08609;0,08401;0,08332;0,0811;0,07546;0,07069;0,06636;0,06048;0,05672;0,05425;0,0533;0,05281;0,05435;0,05943;0,06395;0,06778;0,07195;0,07272;0,07166;0,07242;0,07655;0,08489;0,09504;0,1052;0,11143;0,11392;0,11383;0,11295;0,11413;0,11983;0,12838;0,13844;0,14703;0,15276;0,15437;0,15289;0,1524;0,15328;0,15535;0,15868;0,15997;0,15828;0,15372;0,149;0,14644;0,14603;0,14975;0,15747;0,16675;0,17483;0,17951;0,18108;0,17927;0,17633;0,17551;0,1775;0,17997;0,1795;0,17507;0,16606;0,15305;0,13995;0,12975;0,12398;0,11915;0,1136;0,10988;0,10673;0,10271;0,10017;0,10088;0,1027;0,10186;0,09881;0,09722;0,09741;0,09588;0,09522;0,09872;0,10635;0,11744;0,13369;0,15627;0,18266;0,20806;0,23077;0,24633;0,25236;0,24865;0,23642;0,21738;0,19063;0,16103;0,13297;0,10594;0,0839;0,06887;0,05911;0,05356;0,04862;0,04632;0,04678;0,04518;0,04339;0,04184;0,04013;0,03789;0,03473;0,03684;0,04387;0,04808;0,04883;0,0502;0,05278;0,05334;0,05272;0,05449;0,05639;0,05497;0,05292;0,05488;0,05809;0,06038;0,06353;0,0666;0,06853;0,06999;0,07155;0,07348;0,07404;0,07286;0,07121;0,06957;0,06907;0,0703;0,0757;0,08701;0,10134;0,11564;0,12943;0,14208;0,15171;0,15674;0,15797;0,15326;0,14124;0,1261;0,11188;0,09848;0,08658;0,07615;0,06528;0,05389;0,04328;0,03585;0,03051;0,0264;0,02631;0,02651;0,02423;0,0227;0,02223;0,02033;0,01739;0,01552;0,01516;0,01291;0,00944;0,00806;0,00793;0,00728;0,00722;0,00846;0,01093;0,01266;0,01314;0,01288;0,01165;0,00931;G
0,03485;0,03501;0,03832;0,04157;0,04329;0,04679;0,05355;0,05765;0,05779;0,0568;0,05641;0,05686;0,06308;0,07506;0,08545;0,0898;0,08775;0,08162;0,07557;0,07;0,06798;0,06701;0,06501;0,06615;0,06812;0,06882;0,06882;0,0665;0,06365;0,06163;0,06413;0,07057;0,07477;0,07711;0,07645;0,07326;0,06918;0,06591;0,06748;0,07194;0,07581;0,08251;0,0878;0,08799;0,08386;0,07731;0,07173;0,06809;0,06592;0,0687;0,08136;0,09969;0,11376;0,11886;0,11563;0,10517;0,08919;0,07606;0,0745;0,08011;0,08365;0,08557;0,08714;0,08599;0,08197;0,08255;0,08472;0,0893;0,09492;0,09976;0,10249;0,10243;0,09911;0,0965;0,09445;0,09532;0,09596;0,09421;0,09164;0,08837;0,08238;0,07638;0,07521;0,07731;0,0769;0,07428;0,07135;0,0685;0,066;0,06378;0,06639;0,07229;0,07196;0,06726;0,06526;0,06838;0,07355;0,0774;0,08164;0,08495;0,08238;0,07924;0,0796;0,08296;0,08826;0,09423;0,09751;0,10036;0,10461;0,10819;0,10928;0,11132;0,11636;0,1218;0,12469;0,1285;0,13667;0,1448;0,1511;0,15721;0,16186;0,16328;0,16103;0,15717;0,15545;0,15398;0,1504;0,14739;0,14774;0,15379;0,1618;0,16706;0,16904;0,16822;0,1664;0,16269;0,15733;0,15586;0,15689;0,15639;0,15258;0,14995;0,14939;0,14666;0,14;0,13346;0,12749;0,11984;0,11132;0,10671;0,10549;0,10509;0,10336;0,10047;0,09556;0,08824;0,08188;0,07914;0,0824;0,09082;0,09918;0,10595;0,11492;0,12886;0,1463;0,16477;0,18518;0,20707;0,22096;0,2218;0,2139;0,20193;0,18733;0,1694;0,14835;0,12822;0,11012;0,09139;0,07556;0,06902;0,06846;0,06882;0,06816;0,06541;0,06166;0,05577;0,05081;0,05052;0,04926;0,04725;0,04498;0,04055;0,04022;0,04644;0,05638;0,06668;0,07451;0,07904;0,07715;0,07103;0,0665;0,06587;0,06882;0,07161;0,07203;0,07196;0,07388;0,07531;0,07442;0,07214;0,0713;0,07242;0,07194;0,06988;0,06908;0,06966;0,07166;0,07545;0,0844;0,09964;0,11617;0,12913;0,13783;0,14215;0,14132;0,13811;0,13437;0,13006;0,12452;0,11864;0,11192;0,10303;0,09193;0,07887;0,06422;0,05106;0,04079;0,03698;0,03978;0,04341;0,04491;0,04377;0,04037;0,03819;0,03574;0,03357;0,03059;0,02621;0,02281;0,02164;0,02262;0,02725;0,03213;0,03463;0,03152;0,02581;0,02197;0,01978;0,01876;0,02046;0,02357;G
0,01717;0,01745;0,01799;0,02014;0,02498;0,03073;0,0352;0,03788;0,03829;0,03586;0,0337;0,03573;0,04175;0,04918;0,0538;0,05518;0,05361;0,04994;0,04617;0,04537;0,04743;0,0484;0,04728;0,04545;0,04305;0,04064;0,0381;0,03629;0,03492;0,03387;0,03286;0,03186;0,03212;0,03346;0,03458;0,03483;0,03438;0,03445;0,03488;0,03668;0,03947;0,04325;0,04639;0,04724;0,04504;0,04074;0,03729;0,03644;0,03681;0,03751;0,04453;0,05865;0,0708;0,07633;0,07481;0,06723;0,05414;0,03929;0,035;0,04037;0,04593;0,04909;0,04972;0,0487;0,04673;0,04623;0,04728;0,04718;0,04726;0,04915;0,05226;0,0557;0,05901;0,06272;0,06495;0,06472;0,06321;0,06059;0,05679;0,05265;0,04869;0,04649;0,04649;0,04719;0,04597;0,04182;0,03707;0,03276;0,02837;0,02575;0,02676;0,03087;0,03497;0,03858;0,04288;0,04605;0,04776;0,04845;0,04969;0,05171;0,05412;0,05687;0,06029;0,06396;0,06899;0,07433;0,07874;0,08238;0,08684;0,09108;0,09516;0,09887;0,10377;0,10961;0,11293;0,11431;0,11662;0,1194;0,12305;0,12718;0,13164;0,13538;0,13595;0,13296;0,1286;0,12433;0,12195;0,12298;0,12685;0,13267;0,1395;0,14458;0,14744;0,14815;0,14741;0,14703;0,14604;0,14423;0,14383;0,14297;0,14;0,13565;0,13202;0,12885;0,12355;0,11723;0,11223;0,10762;0,10386;0,10277;0,10341;0,1039;0,10267;0,09996;0,09693;0,0943;0,09287;0,09286;0,09242;0,09293;0,09533;0,0987;0,10499;0,11675;0,13435;0,15677;0,18005;0,19978;0,21311;0,21786;0,21331;0,20171;0,18557;0,16695;0,1472;0,12747;0,11039;0,09639;0,08453;0,07657;0,07232;0,06888;0,0647;0,06087;0,05757;0,05414;0,05175;0,0519;0,05235;0,05183;0,05064;0,05039;0,05277;0,0567;0,06231;0,06709;0,06869;0,06842;0,06782;0,06742;0,06909;0,07187;0,07499;0,07607;0,07452;0,07272;0,07273;0,07409;0,07732;0,08124;0,08277;0,08174;0,07906;0,07654;0,07416;0,07236;0,07288;0,07599;0,08075;0,08892;0,10088;0,11469;0,12628;0,13552;0,14259;0,1448;0,14182;0,13524;0,12684;0,11776;0,1078;0,09909;0,09151;0,0831;0,07437;0,06417;0,05373;0,04499;0,0388;0,03564;0,03444;0,03444;0,0347;0,03374;0,03304;0,03299;0,03239;0,03092;0,02866;0,02673;0,02586;0,02614;0,02789;0,03032;0,03208;0,03202;0,03061;0,02904;0,02826;0,02805;0,02707;G
