2701.75623;2705.61322;2709.47022;2713.32721;2717.1842;2721.0412;2724.89819;2728.75519;2732.61218;2736.46917;2740.32617;2744.18316;2748.04016;2751.89715;2755.75415;2759.61114;2763.46813;2767.32513;2771.18212;2775.03912;2778.89611;2782.7531;2786.6101;2790.46709;2794.32409;2798.18108;2802.03808;2805.89507;2809.75206;2813.60906;2817.46605;2821.32305;2825.18004;2829.03703;2832.89403;2836.75102;2840.60802;2844.46501;2848.32201;2852.179;2856.03599;2859.89299;2863.74998;2867.60698;2871.46397;2875.32096;2879.17796;2883.03495;2886.89195;2890.74894;2894.60594;2898.46293;2902.31992;2906.17692;2910.03391;2913.89091;2917.7479;2921.60489;2925.46189;2929.31888;2933.17588;2937.03287;2940.88986;2944.74686;2948.60385;2952.46085;2956.31784;2960.17484;2964.03183;2967.88882;2971.74582;2975.60281;2979.45981;2983.3168;2987.17379;2991.03079;2994.88778;2998.74478;3002.60177;Class
0,06883;0,0723;0,07766;0,08318;0,08915;0,09594;0,10106;0,09967;0,09442;0,08911;0,08199;0,07571;0,07401;0,07659;0,08035;0,08151;0,07903;0,07484;0,07034;0,06587;0,06435;0,06772;0,07231;0,07603;0,07919;0,08067;0,08419;0,08853;0,09474;0,10706;0,12591;0,14941;0,17558;0,20252;0,24278;0,3141;0,41916;0,53913;0,65075;0,73588;0,78742;0,80761;0,80882;0,80916;0,81622;0,82509;0,83698;0,85758;0,88836;0,92445;0,9564;0,97615;0,98322;0,98235;0,98333;0,99427;1,01659;1,04809;1,08199;1,10293;1,0981;1,06326;1,00371;0,93251;0,86067;0,79996;0,75528;0,71819;0,68009;0,6368;0,58725;0,53292;0,47616;0,42413;0,38028;0,34368;0,31604;0,29767;0,28399;OA
0,0681;0,0725;0,0771;0,08166;0,08566;0,08759;0,08661;0,0858;0,08538;0,08329;0,08012;0,07683;0,07373;0,0724;0,07371;0,07591;0,07683;0,07702;0,07683;0,07575;0,07481;0,07581;0,0766;0,07654;0,07739;0,08119;0,08704;0,09372;0,10128;0,11143;0,12341;0,13839;0,15665;0,17843;0,21003;0,26381;0,34339;0,43558;0,5209;0,58792;0,633;0,65516;0,66198;0,66766;0,67844;0,68899;0,69699;0,70841;0,72966;0,75714;0,78367;0,80537;0,82083;0,83182;0,84299;0,85995;0,88557;0,91666;0,94638;0,96722;0,96725;0,93954;0,88992;0,8301;0,77151;0,72046;0,68048;0,65126;0,62335;0,58901;0,54915;0,5073;0,46421;0,41984;0,37655;0,33879;0,3102;0,28958;0,27569;OA
0,06547;0,06982;0,07264;0,07518;0,0786;0,08377;0,09018;0,09286;0,08943;0,08311;0,07642;0,07051;0,0679;0,06993;0,07379;0,0757;0,07326;0,07153;0,07124;0,07082;0,07364;0,07758;0,07909;0,07861;0,07805;0,08152;0,08761;0,09436;0,10133;0,10903;0,12103;0,13615;0,15343;0,17466;0,20651;0,26198;0,34447;0,44035;0,53118;0,60131;0,64785;0,67282;0,68262;0,69223;0,70692;0,72003;0,73201;0,74656;0,76865;0,79705;0,82194;0,8389;0,84892;0,85857;0,87433;0,89724;0,92589;0,96012;0,99156;1,00824;1,00089;0,96771;0,91361;0,84847;0,78464;0,73472;0,7012;0,67631;0,64821;0,6112;0,56598;0,51412;0,45971;0,40835;0,36563;0,33306;0,30981;0,29592;0,2871;OA
0,02617;0,02982;0,03176;0,03353;0,03515;0,03547;0,03505;0,03493;0,03604;0,03688;0,03612;0,03574;0,03652;0,03754;0,03863;0,04018;0,04106;0,0409;0,04076;0,04113;0,04161;0,04033;0,03782;0,03613;0,03556;0,03646;0,0387;0,04171;0,04529;0,04782;0,05055;0,05448;0,05997;0,06644;0,07257;0,08361;0,10549;0,1361;0,1708;0,20446;0,23363;0,25724;0,27734;0,29864;0,32311;0,34798;0,36868;0,38284;0,3922;0,40015;0,4093;0,41912;0,43061;0,44604;0,46609;0,49183;0,52593;0,5652;0,60379;0,63644;0,65804;0,66275;0,64759;0,61675;0,57835;0,53841;0,50291;0,4765;0,4591;0,44504;0,42769;0,40674;0,38356;0,35791;0,33021;0,30325;0,27751;0,25234;0,22701;OA
0,035;0,0351;0,03537;0,03654;0,03845;0,04174;0,04516;0,04771;0,0481;0,04722;0,04587;0,04453;0,04449;0,04636;0,04754;0,04754;0,04552;0,04209;0,03905;0,03868;0,04071;0,0424;0,04343;0,04467;0,0442;0,0432;0,04352;0,04616;0,05011;0,05447;0,05835;0,06294;0,06773;0,07337;0,08013;0,09179;0,11248;0,14163;0,17266;0,20382;0,23368;0,26125;0,28795;0,31594;0,34577;0,37445;0,3962;0,41094;0,42175;0,43184;0,44313;0,45665;0,47356;0,49436;0,52168;0,55741;0,60079;0,64826;0,69235;0,72927;0,75247;0,75567;0,73951;0,70727;0,66565;0,62295;0,58362;0,55102;0,52504;0,50316;0,48203;0,46078;0,4392;0,41584;0,38702;0,35154;0,31378;0,27796;0,24556;OA
0,06972;0,06956;0,06955;0,07024;0,0723;0,07417;0,07578;0,07715;0,07648;0,0757;0,07533;0,07545;0,07763;0,0813;0,08495;0,08816;0,08823;0,08744;0,08734;0,08725;0,0878;0,08752;0,0868;0,08584;0,0834;0,08216;0,08329;0,08571;0,08894;0,09097;0,09318;0,09775;0,10581;0,11557;0,12811;0,14717;0,17223;0,20053;0,22861;0,25502;0,27893;0,29939;0,32132;0,34747;0,3731;0,3923;0,40348;0,40995;0,41506;0,42058;0,42986;0,44476;0,46355;0,48432;0,51048;0,54386;0,58092;0,6195;0,65555;0,68209;0,6927;0,68514;0,65962;0,6199;0,57502;0,53739;0,51176;0,49432;0,48008;0,46766;0,45371;0,43409;0,41027;0,3858;0,36151;0,33518;0,30976;0,28879;0,27272;OA
0,08499;0,09115;0,09844;0,10193;0,10132;0,09985;0,09814;0,09785;0,09969;0,10308;0,10826;0,11313;0,11591;0,1159;0,11457;0,11081;0,10571;0,1043;0,10882;0,11538;0,12044;0,12402;0,12407;0,11985;0,11526;0,11243;0,11245;0,11421;0,1176;0,12093;0,12477;0,13201;0,13974;0,14489;0,1494;0,15643;0,16578;0,17686;0,19172;0,20885;0,22457;0,24033;0,25601;0,27252;0,28863;0,30334;0,31495;0,31977;0,32046;0,32314;0,3285;0,33806;0,35276;0,37062;0,39001;0,40787;0,42434;0,43939;0,45647;0,47562;0,4909;0,49623;0,49031;0,47262;0,44799;0,42178;0,40212;0,38917;0,37899;0,37334;0,36724;0,35395;0,3377;0,32089;0,30298;0,2859;0,27263;0,26539;0,25908;ON
0,06865;0,07189;0,07783;0,08383;0,08935;0,09349;0,09401;0,09089;0,08683;0,08403;0,07953;0,07502;0,07116;0,06921;0,06988;0,07133;0,07411;0,07777;0,07812;0,07697;0,07547;0,07427;0,07501;0,07759;0,08236;0,08797;0,09212;0,09463;0,1;0,11003;0,12437;0,14075;0,15949;0,18261;0,21811;0,27882;0,36716;0,46626;0,55575;0,62271;0,66348;0,68123;0,68673;0,69195;0,7021;0,71362;0,72583;0,74341;0,76833;0,79712;0,82355;0,84135;0,8513;0,85603;0,8595;0,8697;0,89084;0,91731;0,94364;0,96032;0,95632;0,92628;0,87546;0,81763;0,76322;0,71687;0,68145;0,65106;0,61823;0,57844;0,53354;0,48553;0,43839;0,39622;0,35829;0,32543;0,30008;0,28102;0,2678;ON
0,07609;0,08023;0,08282;0,08437;0,08568;0,08639;0,08553;0,08467;0,08365;0,08271;0,08371;0,08492;0,08657;0,08743;0,08789;0,08487;0,08088;0,08147;0,08425;0,08651;0,08822;0,08827;0,08811;0,08603;0,08641;0,08995;0,09437;0,1008;0,10824;0,11332;0,11646;0,11826;0,12025;0,12393;0,13039;0,14448;0,1684;0,1969;0,22565;0,25093;0,27272;0,29451;0,31441;0,33464;0,3567;0,37477;0,38653;0,39154;0,39553;0,40248;0,4102;0,42067;0,43627;0,45617;0,48192;0,51493;0,5541;0,59377;0,62865;0,65395;0,66387;0,65375;0,6273;0,59241;0,55437;0,52046;0,49557;0,47896;0,46715;0,45441;0,44045;0,42416;0,40448;0,38187;0,3574;0,33309;0,31283;0,29383;0,27607;ON
0,06431;0,06771;0,06963;0,06919;0,06816;0,06694;0,06747;0,06816;0,06707;0,06604;0,06624;0,0667;0,06661;0,0677;0,06996;0,06929;0,06701;0,06477;0,063;0,06141;0,06065;0,06304;0,06523;0,06535;0,06597;0,06787;0,07075;0,07471;0,08032;0,08703;0,09312;0,09944;0,10851;0,12112;0,13959;0,16994;0,21418;0,26581;0,31355;0,35121;0,38037;0,39994;0,41001;0,41746;0,42605;0,43384;0,4389;0,44568;0,4601;0,47909;0,49745;0,51184;0,52131;0,52791;0,53769;0,55381;0,57488;0,59968;0,62349;0,6367;0,63446;0,61545;0,58396;0,546;0,50827;0,47713;0,45243;0,43076;0,4096;0,38875;0,36615;0,34103;0,31573;0,28969;0,2629;0,23905;0,22043;0,20874;0,20113;ON
0,05591;0,05721;0,05997;0,06405;0,06637;0,06581;0,06431;0,06323;0,06436;0,06773;0,07165;0,07504;0,07625;0,0745;0,07147;0,06983;0,07077;0,07313;0,07499;0,07571;0,07562;0,07578;0,07438;0,07261;0,07079;0,07131;0,0743;0,07814;0,08246;0,08775;0,09173;0,09565;0,10095;0,10932;0,12179;0,14019;0,16724;0,19867;0,22731;0,25071;0,27037;0,28896;0,30782;0,32702;0,34721;0,36507;0,37769;0,38509;0,39215;0,40194;0,41357;0,42554;0,43794;0,45406;0,47689;0,5059;0,53933;0,57373;0,6035;0,62387;0,62883;0,61518;0,58572;0,54821;0,51062;0,47804;0,45245;0,43562;0,42287;0,40952;0,39357;0,37624;0,35783;0,33668;0,31342;0,29066;0,26907;0,24857;0,23009;ON
