Important_0;Important_1;Important_2;Important_3;Important_4;Important_5;Important_6;Important_7;Important_8;Important_9;Important_10;Important_11;Important_12;Important_13;Important_14;Important_15;Important_16;Important_17;Important_18;Important_19;Noise_0;Noise_1;Noise_2;Noise_3;Noise_4;Noise_5;Noise_6;Noise_7;Noise_8;Noise_9;Noise_10;Noise_11;Noise_12;Noise_13;Noise_14;Noise_15;Noise_16;Noise_17;Noise_18;Noise_19;Class
-0.4204495776480761;-0.5472425145133715;9.720886951384239;-4.91813263916163;-0.01698839543342956;2.596729781470856;-1.7534204499052555;5.585314704845116;-6.78766731435257;5.199379906188331;1.4920168724058982;3.2681717165335344;4.689364621646544;9.829963935872135;-4.261054895545016;8.782223657976237;-5.033459705666997;2.9457390788615183;1.5246969664285166;1.6234203234551954;0.4967141530112327;-0.13826430117118466;0.6476885381006925;1.5230298564080254;-0.23415337472333597;-0.23413695694918055;1.5792128155073915;0.7674347291529088;-0.4694743859349521;0.5425600435859647;-0.46341769281246226;-0.46572975357025687;0.24196227156603412;-1.913280244657798;-1.7249178325130328;-0.5622875292409727;-1.0128311203344238;0.3142473325952739;-0.9080240755212109;-1.4123037013352915;0
1.7226265818106066;-5.138799087302393;-9.93046965448766;5.341244950012603;1.5734821704399435;-3.0762073973269333;-1.4455447193811302;-2.5482574932542534;1.0404898460918597;-4.301334687728926;1.6116837022705444;-3.9393279047427248;-2.542821080879702;-10.65270798327859;-5.589288449315103;-6.631638059406487;3.3921936116628153;-2.3315157140077454;-2.958852701322658;0.8555832207647844;1.465648768921554;-0.22577630048653566;0.06752820468792384;-1.4247481862134568;-0.5443827245251827;0.11092258970986608;-1.1509935774223028;0.37569801834567196;-0.600638689918805;-0.2916937497932768;-0.6017066122293969;1.8522781845089378;-0.013497224737933921;-1.0577109289559004;0.822544912103189;-1.2208436499710222;0.2088635950047554;-1.9596701238797756;-1.3281860488984305;0.19686123586912352;1
-2.7677870902155943;-3.490185561513569;-3.4216921838637937;-3.2194582302509174;-2.138750055287695;-4.4175941540009465;-4.2459723449394335;-0.18206225167097578;3.3544904395852657;-3.0405872633298103;6.312270125448112;-4.588339417422153;3.2020421444077547;1.0663177740448293;-0.6543516953935006;1.420265320076021;-3.259504459526915;0.7715616606561286;-1.8576225089622325;-3.567290844619357;0.7384665799954104;0.1713682811899705;-0.11564828238824053;-0.3011036955892888;-1.4785219903674274;-0.7198442083947086;-0.4606387709597875;1.0571222262189157;0.3436182895684614;-1.763040155362734;0.324083969394795;-0.38508228041631654;-0.6769220003059587;0.6116762888408679;1.030999522495951;0.9312801191161986;-0.8392175232226385;-0.3092123758512146;0.33126343140356396;0.9755451271223592;0
-4.356345639167888;-0.017390373739097575;13.56078174456007;-5.197539678598554;1.7885838176009046;7.192773303100199;-4.703884030670512;0.8422084650690929;-5.129555538429591;7.053582856369686;2.980165166940214;5.369359139457113;2.791457903247991;5.317207228728559;-4.608187107393868;4.929521546277181;-6.109669887122699;4.840327377709675;-0.4116839604752758;3.2195394076459207;-0.47917423784528995;-0.18565897666381712;-1.1063349740060282;-1.1962066240806708;0.812525822394198;1.356240028570823;-0.07201012158033385;1.0035328978920242;0.36163602504763415;-0.6451197546051243;0.36139560550841393;1.5380365664659692;-0.03582603910995154;1.5646436558140062;-2.6197451040897444;0.8219025043752238;0.08704706823817122;-0.29900735046586746;0.0917607765355023;-1.9875689146008928;1
2.248548805921729;-3.1322635183525267;-9.769409555391993;-0.4285531907521509;3.03871453886704;-4.145701715029903;-10.097912599598713;-1.5240656922303184;0.1642376050289278;-2.627805204288278;4.462022278678198;-16.1967031334432;1.1589201285752562;-1.2309411434058408;-6.437645657529489;-1.9982306366510298;3.0964001183204295;-0.7491671900377757;-2.2563043217224488;-2.639951197582944;-0.21967188783751193;0.3571125715117464;1.477894044741516;-0.5182702182736474;-0.8084936028931876;-0.5017570435845365;0.9154021177020741;0.32875110965968446;-0.5297602037670388;0.5132674331133561;0.09707754934804039;0.9686449905328892;-0.7020530938773524;-0.3276621465977682;-0.39210815313215763;-1.4635149481321186;0.29612027706457605;0.26105527217988933;0.00511345664246089;-0.23458713337514692;1
3.5031180398174975;-4.765933666784453;-17.943785551856923;1.4847621532757342;3.4077412311793056;-6.004854440416133;-9.998688380136194;-4.572471926393263;4.140141062129385;-6.749716720578405;3.6920192681578894;-19.900009914502284;-3.0360729893862164;-2.5523525089595274;-4.665173340812082;-2.4095897160052977;2.931518099188693;-3.6097541932252053;-3.942123323130149;-5.162787875340806;-1.4153707420504142;-0.42064532276535904;-0.3427145165267695;-0.8022772692216189;-0.16128571166600914;0.4040508568145384;1.8861859012105302;0.17457781283183896;0.25755039072276437;-0.07444591576616721;-1.9187712152990415;-0.026513875449216878;0.06023020994102644;2.463242112485286;-0.19236096478112252;0.30154734233361247;-0.03471176970524331;-1.168678037619532;1.1428228145150205;0.7519330326867741;1
6.481747854506381;0.18093973152250828;6.899786297100382;-1.5112966950075455;2.8869127788419364;-0.10372997868996371;-2.22488922971959;2.179792483124549;-1.2508963577253291;6.957428837698086;-6.4200146386498;0.9945513619739407;5.440184572566624;9.337960197135313;-3.8696345655665056;4.0193242690611015;-0.12969681317475912;2.4488384407937227;2.690124490158391;3.5344724487691384;0.7910319470430469;-0.9093874547947389;1.4027943109360992;-1.4018510627922809;0.5868570938002703;2.1904556258099785;-0.9905363251306883;-0.5662977296027719;0.09965136508764122;-0.5034756541161992;-1.5506634310661327;0.06856297480602733;-1.0623037137261049;0.4735924306351816;-0.9194242342338032;1.5499344050175394;-0.7832532923362371;-0.3220615162056756;0.8135172173696698;-1.2308643164339552;0
2.9916147066681322;-3.767485817142212;-9.70479443008283;4.211017141216558;0.45907337462258724;-4.154250749540272;-1.6855344159511225;-3.425662193484037;2.0961569796709925;-3.3172550825715614;1.1977835161506378;-5.685033319432679;-2.0970080615794187;-9.982322916484577;-3.423172408640136;-6.211828359597982;3.578436122090163;-2.6526144149471227;-1.7503819174856219;0.17261628018191066;0.22745993460412942;1.307142754282428;-1.6074832345612275;0.1846338585323042;0.25988279424842353;0.7818228717773104;-1.236950710878082;-1.3204566130842763;0.5219415656168976;0.29698467323318606;0.25049285034587654;0.3464482094969757;-0.6800247215784908;0.23225369716100355;0.29307247329868125;-0.7143514180263678;1.8657745111447566;0.4738329209117875;-1.1913034972026486;0.6565536086338297;0
-2.8951947931722795;5.657374116655478;15.135616386185989;-2.058279768319827;0.21381701763815553;8.22317202846628;-5.728337754700301;-6.138857028849047;-4.907133246614415;12.143525196792899;2.3410536481995354;6.474929785416389;-2.400698544858896;-7.0298611268135085;-2.435429002887571;-5.537080725766302;-2.645975491875781;5.9433936127230025;0.6680868415110592;4.701705077041449;-0.9746816702273214;0.787084603742452;1.158595579007404;-0.8206823183517105;0.9633761292443218;0.4127809269364983;0.82206015999449;1.8967929826539474;-0.2453881160028705;-0.7537361643574896;-0.8895144296255233;-0.8158102849654383;-0.0771017094141042;0.3411519748166439;0.27669079933001905;0.8271832490360238;0.01300189187790702;1.4535340771573169;-0.2646568332379561;2.720169166589619;1
5.094224684120219;-4.350512474644739;8.649688263098012;-3.7126642141426554;4.862169892386317;3.073635330882118;-4.1082913730855335;2.268110139299973;-2.336169399069651;6.9244094872358435;-5.059317970771171;1.8732599289248042;5.438664433395839;13.243432978762335;-7.436024942192726;10.088237915218699;-5.078895732418371;2.0855475552307494;0.8166011611379824;4.656946072009098;0.6256673477650062;-0.8571575564162826;-1.0708924980611123;0.4824724152431853;-0.2234627853258509;0.714000494092092;0.47323762457354485;-0.07282891265687277;-0.846793718068405;-1.5148472246858646;-0.4465149520670211;0.8563987943234723;0.21409374413020396;-1.245738778711988;0.173180925851182;0.3853173797288368;-0.883857436201133;0.1537251059455279;0.058208718445999896;-1.142970297830623;0
